Source,Target,BDeu,TSource,TTarget
AT2G37740.1,AT1G65330.1,-63.6170759586919,AT2G37740,PHE1
AT2G37740.1,AT1G74650.1,-63.6170759586919,AT2G37740,AT1G74650
AT2G37740.1,AT1G73830.2,-66.2561332882762,AT2G37740,AT1G73830
AT2G37740.1,AT5G13080.1,-68.1279354651636,AT2G37740,AT5G13080
AT1G52830.1,AT2G31180.1,-68.6287107530702,AT1G52830,AT2G31180
AT2G37740.1,AT2G29060.1,-70.5258307379484,AT2G37740,AT2G29060
AT2G37740.1,AT3G14230.1,-70.5258307379484,AT2G37740,AT3G14230
AT2G37740.1,AT3G14230.3,-70.5258307379484,AT2G37740,AT3G14230
AT2G37740.1,AT3G14230.2,-70.5258307379484,AT2G37740,AT3G14230
AT2G37740.1,AT5G14370.1,-70.5258307379484,AT2G37740,AT5G14370
AT2G37740.1,AT5G46690.1,-70.5258307379484,AT2G37740,AT5G46690
AT2G37740.1,AT3G16350.1,-71.218977918505,AT2G37740,AT3G16350
AT1G52830.1,AT4G18890.1,-72.8772059950735,AT1G52830,BEH3
AT2G22770.1,AT2G34140.1,-73.4272523319974,AT2G22770,AT2G34140
