Source,Target,BDeu,TSource,TTarget
AT1G42990.1,AT5G51780.1,-9.88751059812843,AT1G42990,AT5G51780
AT3G06740.1,AT1G17310.1,-9.88751059812843,AT3G06740,AT1G17310
AT2G28550.1,AT2G36080.1,-29.6625317941544,RAP2.7,AT2G36080
AT2G46970.1,AT2G36080.1,-29.6625317941544,AT2G46970,AT2G36080
AT3G50330.1,AT2G43140.1,-29.6625317941544,AT3G50330,AT2G43140
AT5G39610.1,AT2G43140.1,-29.6625317941544,AT5G39610,AT2G43140
AT1G25560.1,AT5G53660.1,-29.6625317941544,TEM1,AT5G53660
AT1G36060.1,AT5G53660.1,-29.6625317941544,AT1G36060,AT5G53660
AT1G74840.1,AT1G47760.1,-29.6625317941544,AT1G74840,AT1G47760
AT3G60390.1,AT1G47760.1,-29.6625317941544,AT3G60390,AT1G47760
AT4G28110.1,AT2G43140.2,-29.6625317941544,AT4G28110,AT2G43140
AT5G67060.1,AT2G43140.2,-29.6625317941544,AT5G67060,AT2G43140
AT4G11140.1,AT4G05100.1,-45.7548992737613,CRF1,AT4G05100
AT1G74840.1,AT3G15030.2,-50.9870768377878,AT1G74840,AT3G15030
AT1G74840.1,AT3G15030.1,-50.9870768377878,AT1G74840,AT3G15030
AT1G74840.1,AT3G15030.3,-50.9870768377878,AT1G74840,AT3G15030
AT4G11140.1,AT5G48890.1,-53.0284131153925,CRF1,AT5G48890
AT3G06740.1,AT2G46990.1,-55.4461862062775,AT3G06740,IAA20
AT3G15210.1,AT5G17810.2,-56.4950452138674,AT3G15210,WOX12
AT5G43170.1,AT5G17810.2,-56.4950452138674,ZF3,WOX12
AT3G10040.1,AT1G53230.1,-57.4505566588935,AT3G10040,AT1G53230
AT5G39610.1,AT1G53230.1,-57.4505566588935,AT5G39610,AT1G53230
AT3G49930.1,AT5G64750.1,-59.5860876672145,AT3G49930,AT5G64750
AT4G28110.1,AT5G64750.1,-59.5860876672145,AT4G28110,AT5G64750
AT3G58190.1,AT1G79840.2,-61.0901650639864,AT3G58190,AT1G79840
AT5G47230.1,AT1G79840.2,-61.0901650639864,AT5G47230,AT1G79840
AT3G58190.1,AT1G79840.1,-61.0901650639864,AT3G58190,AT1G79840
AT5G47230.1,AT1G79840.1,-61.0901650639864,AT5G47230,AT1G79840
AT1G36060.1,AT1G44830.1,-62.0709943169959,AT1G36060,AT1G44830
AT5G47230.1,AT1G44830.1,-62.0709943169959,AT5G47230,AT1G44830
AT2G46970.1,AT2G47890.2,-62.3121563738139,AT2G46970,AT2G47890
AT4G28110.1,AT2G47890.2,-62.3121563738139,AT4G28110,AT2G47890
AT2G46970.1,AT2G47890.1,-62.3121563738139,AT2G46970,AT2G47890
AT4G28110.1,AT2G47890.1,-62.3121563738139,AT4G28110,AT2G47890
AT5G13910.1,AT4G09460.1,-62.4764594251036,AT5G13910,AT4G09460
AT4G28110.1,AT4G09460.1,-62.4764594251036,AT4G28110,AT4G09460
AT5G47230.1,AT1G49475.1,-63.1806564418494,AT5G47230,AT1G49475
AT5G47640.1,AT1G49475.1,-63.1806564418494,AT5G47640,AT1G49475
AT5G47230.1,AT1G71030.1,-63.1806564418494,AT5G47230,AT1G71030
AT5G47640.1,AT1G71030.1,-63.1806564418494,AT5G47640,AT1G71030
AT5G47230.1,AT1G77450.1,-63.1806564418494,AT5G47230,NAC032
AT5G47640.1,AT1G77450.1,-63.1806564418494,AT5G47640,NAC032
AT5G47230.1,AT2G25900.1,-63.1806564418494,AT5G47230,AT2G25900
AT5G47640.1,AT2G25900.1,-63.1806564418494,AT5G47640,AT2G25900
AT5G47230.1,AT2G25900.2,-63.1806564418494,AT5G47230,AT2G25900
AT5G47640.1,AT2G25900.2,-63.1806564418494,AT5G47640,AT2G25900
AT5G47230.1,AT3G01970.1,-63.1806564418494,AT5G47230,AT3G01970
AT5G47640.1,AT3G01970.1,-63.1806564418494,AT5G47640,AT3G01970
AT5G47230.1,AT3G16770.1,-63.1806564418494,AT5G47230,AT3G16770
AT5G47640.1,AT3G16770.1,-63.1806564418494,AT5G47640,AT3G16770
AT5G47230.1,AT3G60530.1,-63.1806564418494,AT5G47230,GATA4
AT5G47640.1,AT3G60530.1,-63.1806564418494,AT5G47640,GATA4
AT5G47230.1,AT4G00180.1,-63.1806564418494,AT5G47230,AT4G00180
AT5G47640.1,AT4G00180.1,-63.1806564418494,AT5G47640,AT4G00180
AT5G47230.1,AT4G00180.2,-63.1806564418494,AT5G47230,AT4G00180
AT5G47640.1,AT4G00180.2,-63.1806564418494,AT5G47640,AT4G00180
AT5G47230.1,AT4G00730.1,-63.1806564418494,AT5G47230,AT4G00730
AT5G47640.1,AT4G00730.1,-63.1806564418494,AT5G47640,AT4G00730
AT5G47230.1,AT4G00730.2,-63.1806564418494,AT5G47230,AT4G00730
AT5G47640.1,AT4G00730.2,-63.1806564418494,AT5G47640,AT4G00730
AT5G47230.1,AT4G29930.3,-63.1806564418494,AT5G47230,AT4G29930
AT5G47640.1,AT4G29930.3,-63.1806564418494,AT5G47640,AT4G29930
AT5G47230.1,AT4G29930.2,-63.1806564418494,AT5G47230,AT4G29930
AT5G47640.1,AT4G29930.2,-63.1806564418494,AT5G47640,AT4G29930
AT5G47230.1,AT4G29930.4,-63.1806564418494,AT5G47230,AT4G29930
AT5G47640.1,AT4G29930.4,-63.1806564418494,AT5G47640,AT4G29930
AT5G47230.1,AT4G29930.1,-63.1806564418494,AT5G47230,AT4G29930
AT5G47640.1,AT4G29930.1,-63.1806564418494,AT5G47640,AT4G29930
AT5G47230.1,AT5G12330.1,-63.1806564418494,AT5G47230,AT5G12330
AT5G47640.1,AT5G12330.1,-63.1806564418494,AT5G47640,AT5G12330
AT5G47230.1,AT5G12330.2,-63.1806564418494,AT5G47230,AT5G12330
AT5G47640.1,AT5G12330.2,-63.1806564418494,AT5G47640,AT5G12330
AT5G47230.1,AT5G12330.4,-63.1806564418494,AT5G47230,AT5G12330
AT5G47640.1,AT5G12330.4,-63.1806564418494,AT5G47640,AT5G12330
AT5G47230.1,AT5G12330.3,-63.1806564418494,AT5G47230,AT5G12330
AT5G47640.1,AT5G12330.3,-63.1806564418494,AT5G47640,AT5G12330
AT5G47230.1,AT5G17490.1,-63.1806564418494,AT5G47230,AT5G17490
AT5G47640.1,AT5G17490.1,-63.1806564418494,AT5G47640,AT5G17490
AT5G47230.1,AT5G51790.1,-63.1806564418494,AT5G47230,AT5G51790
AT5G47640.1,AT5G51790.1,-63.1806564418494,AT5G47640,AT5G51790
AT3G49930.1,AT5G17810.1,-63.6551144214433,AT3G49930,WOX12
AT5G47220.1,AT5G17810.1,-63.6551144214433,AT5G47220,WOX12
AT2G46970.1,AT1G09710.2,-63.7784934426045,AT2G46970,AT1G09710
AT4G28110.1,AT1G09710.2,-63.7784934426045,AT4G28110,AT1G09710
AT1G52890.1,AT3G58710.1,-67.8746221266146,AT1G52890,WRKY69
AT3G19580.2,AT3G58710.1,-67.8746221266146,AT3G19580,WRKY69
AT3G19580.2,AT3G02550.1,-77.253543579213,AT3G19580,AT3G02550
AT3G19580.2,AT1G06180.1,-88.1230185459947,AT3G19580,AT1G06180
AT5G47230.1,AT1G06180.1,-88.1230185459947,AT5G47230,AT1G06180
AT1G25560.1,AT4G14550.1,-90.0509101895442,TEM1,IAA14
AT1G67100.1,AT4G14550.1,-90.0509101895442,AT1G67100,IAA14
AT1G52890.1,AT3G56400.1,-90.3684452251475,AT1G52890,AT3G56400
AT5G41570.1,AT3G56400.1,-90.3684452251475,AT5G41570,AT3G56400
AT3G15210.1,AT3G11580.2,-92.4515564957064,AT3G15210,AT3G11580
AT5G47230.1,AT3G11580.2,-92.4515564957064,AT5G47230,AT3G11580
AT3G10040.1,AT5G10120.1,-95.0717786599074,AT3G10040,AT5G10120
AT5G41570.1,AT5G10120.1,-95.0717786599074,AT5G41570,AT5G10120
AT1G36060.1,AT5G57520.1,-111.274093819154,AT1G36060,AT5G57520
